Index,Energy_Value,Minima_Indices
216,0.8280968383198097,1
217,0.9431202773852264,0
218,0.6966414793878974,0
219,0.6630307342064391,0
220,0.48667805887162235,1
221,0.6022453439846531,0
222,0.6739767623306899,0
223,0.42762859724459895,1
224,0.49316718609813176,0
225,0.3726235020273953,0
226,0.2820029670402262,1
227,0.43506149534051575,0
228,0.6739767623306899,0
229,0.7951780309174779,0
230,0.8474459901626965,0
231,0.8910472918928753,0
232,0.8280968383198097,0
233,0.7582611788872129,1
234,0.843196440359273,0
235,0.9748195614733467,0
236,0.8633642495865266,1
237,0.9252594949216668,0
238,0.9252594949216668,0
239,0.9079090205284455,0
240,0.8431964403593164,1
241,0.9252594949216167,0
242,0.813394594228753,0
243,0.708378565006808,0
244,0.6316360821138685,0
245,0.548754200589482,1
246,0.685177349248496,0
247,0.6523306842422846,0
248,0.4549274752421924,0
249,0.24897205602919542,1
250,0.24897205602919542,0
251,0.39763441296487917,0
252,0.6216261930408842,0
253,0.7990742266075533,0
254,0.8175887568206128,0
255,0.7970587666562068,1
256,0.8564320560715386,0
257,0.7715211142225388,0
258,0.7003640063247303,1
259,0.9882785192026246,0
260,0.9481544993007482,0
261,0.858709730125889,0
262,0.843196440359273,1
263,0.9252594949216668,0
264,0.891047291892828,1
265,1.0,0
266,0.7715211142225388,0
267,0.7083785650068419,0
268,0.43944621191237565,0
269,0.39763441296489516,1
270,0.4727426375941905,0
271,0.4727426375941905,0
272,0.3651805281966883,0
273,0.06809426743730221,0
274,0.06809426743729358,1
275,0.3811486179512854,0
276,0.46593780795413314,0
277,0.6626627934388815,0
278,0.5243456205936498,1
279,0.6966414793878645,0
280,0.6022453439846531,0
281,0.548754200589482,0
282,0.47256984484483133,0
283,0.4394462119124117,1
284,0.5658568110627514,0
285,0.6022453439846531,0
286,0.6739767623306583,0
287,0.5404568945182917,1
288,0.6418684131662814,0
289,0.5836720303057399,0
290,0.548754200589482,0
291,0.5404568945182917,0
292,0.4728683544139642,1
293,0.48636863574779454,0
294,0.6118315703996045,0
295,0.5187068505394417,0
296,0.4570917245165174,0
297,0.42689230121011645,0
298,0.2847804194556098,1
299,0.4209194341705144,0
300,0.5088481094851407,0
301,0.4866780588716428,0
302,0.4795592352801124,1
303,0.5377830396909613,0
304,0.3729437290159773,0
305,0.29218652056366395,1
306,0.621626193040856,0
307,0.5323222807230067,1
308,0.5572191290055447,0
309,0.6316360821138972,0
310,0.5088481094851407,0
311,0.445838491951965,1
312,0.5572191290055933,0
313,0.6641362650797282,0
314,0.6408138922410326,0
315,0.45234390969140725,0
316,0.22242642832919823,1
317,0.37993463439271835,0
318,0.3811486179512854,0
319,0.4657063893723482,0
320,0.5323222807230067,0
321,0.43944621191237565,1
322,0.49392994458633854,0
323,0.6118315703995495,0
324,0.6118315703995495,0
325,0.6523306842423146,0
326,0.7083785650068419,0
327,0.6630307342064391,0
328,0.6316360821138397,1
329,0.7582611788872129,0
330,0.5746725896572707,1
331,0.6022453439846531,0
332,0.6022453439846531,0
333,0.6523306842423146,0
334,0.6851773492484637,0
335,0.7582611788872129,0
336,0.548754200589482,1
337,0.621626193040856,0
338,0.5928609328627023,1
339,0.6418684131662814,0
340,0.7327115473875112,0
341,0.6316360821138397,0
342,0.47742194873419247,1
343,0.6663303361686922,0
344,0.4795592352801525,1
345,0.501318658333387,0
346,0.4795592352801525,1
347,0.5243456205936047,0
348,0.5746725896572707,0
349,0.5658568110627514,0
350,0.5572191290055447,0
351,0.5323222807230067,1
352,0.6418684131662227,0
353,0.6523306842423146,0
354,0.621626193040856,0
355,0.5243456205936498,1
356,0.5572191290055447,0
357,0.6118315703995495,0
358,0.6851773492484637,0
359,0.6739767623307212,0
360,0.5397310196163144,0
361,0.45292476472876625,1
362,0.6118315703995495,0
363,0.5404568945182917,0
364,0.4940461467931509,1
365,0.6849975282321069,0
366,0.39763441296489516,1
367,0.621626193040856,0
368,0.6851773492484637,0
369,0.6216261930409124,1
370,0.7453286493626726,0
371,0.6630307342064391,1
372,0.7203984719658987,0
373,0.44583849195200165,1
374,0.6630307342064391,0
375,0.6418684131662814,1
376,0.7715211142225007,0
377,0.5658568110627514,0
378,0.36543559457896846,0
379,0.1762973502823755,0
380,0.14493764138346274,0
381,0.14493764138346274,1
382,0.14493764138346274,0
383,0.14493764138346274,0
384,0.5404568945182917,0
385,0.5658568110628011,0
386,0.621626193040856,0
387,0.6022453439846531,0
388,0.5746725896572201,0
389,0.5165223577744724,0
390,0.38670358796159726,0
391,0.23115256101222553,0
392,0.20080109043416747,0
393,0.0,0
394,0.0,0
